interaction_id,lead_id,interaction_type,timestamp,channel,device_type,campaign_id,full_name,email,created_at,source_channel,location,lead_quality_score,converted
IT00610,LD00135,ad clicked,2025-06-08,email campaign,desktop,CP239,William Miller,ohuff@example.com,2025-04-22,Email Campaign,San Marino,89,0
IT02725,LD00135,page viewed,2025-07-14,email campaign,mobile,CP829,William Miller,ohuff@example.com,2025-04-22,Email Campaign,San Marino,89,0
IT00543,LD00135,page viewed,2025-07-21,email campaign,desktop,CP248,William Miller,ohuff@example.com,2025-04-22,Email Campaign,San Marino,89,0
IT03743,LD00136,email opened,2024-09-24,google ads,mobile,CP577,Joseph Tate,pduncan@example.org,2024-08-17,Google Ads,Christmas Island,91,0
IT04313,LD00136,email opened,2024-10-05,google ads,mobile,CP977,Joseph Tate,pduncan@example.org,2024-08-17,Google Ads,Christmas Island,91,0
IT00866,LD00136,ad clicked,2024-10-17,google ads,mobile,CP556,Joseph Tate,pduncan@example.org,2024-08-17,Google Ads,Christmas Island,91,0
IT04200,LD00136,page viewed,2024-10-17,google ads,mobile,CP137,Joseph Tate,pduncan@example.org,2024-08-17,Google Ads,Christmas Island,91,0
IT02584,LD00136,page viewed,2024-10-31,google ads,desktop,CP728,Joseph Tate,pduncan@example.org,2024-08-17,Google Ads,Christmas Island,91,0
IT00844,LD00136,ad clicked,2024-11-03,google ads,desktop,CP941,Joseph Tate,pduncan@example.org,2024-08-17,Google Ads,Christmas Island,91,0
IT00888,LD00137,demo booked,2025-05-10,email campaign,desktop,CP298,April Hill,patrickdavis@example.org,2025-02-23,Email Campaign,Mali,71,1
IT01529,LD00138,ad clicked,2024-03-30,instagram,desktop,CP452,Shawn Pope,handerson@example.org,2024-03-14,Instagram,Angola,68,1
IT02105,LD00138,ad clicked,2024-04-07,instagram,mobile,CP405,Shawn Pope,handerson@example.org,2024-03-14,Instagram,Angola,68,1
IT04108,LD00138,email opened,2024-04-19,instagram,mobile,CP425,Shawn Pope,handerson@example.org,2024-03-14,Instagram,Angola,68,1
IT04301,LD00138,email opened,2024-06-05,instagram,desktop,CP478,Shawn Pope,handerson@example.org,2024-03-14,Instagram,Angola,68,1
IT00178,LD00138,demo booked,2024-06-11,instagram,mobile,CP263,Shawn Pope,handerson@example.org,2024-03-14,Instagram,Angola,68,1
IT02416,LD00139,email opened,2024-03-04,linkedin,desktop,CP303,Jason Martinez,ymcdaniel@example.net,2024-03-04,LinkedIn,Bulgaria,34,0
IT02947,LD00139,page viewed,2024-03-09,linkedin,desktop,CP681,Jason Martinez,ymcdaniel@example.net,2024-03-04,LinkedIn,Bulgaria,34,0
IT01964,LD00139,ad clicked,2024-03-22,linkedin,desktop,CP252,Jason Martinez,ymcdaniel@example.net,2024-03-04,LinkedIn,Bulgaria,34,0
IT03387,LD00139,demo booked,2024-04-14,linkedin,desktop,CP888,Jason Martinez,ymcdaniel@example.net,2024-03-04,LinkedIn,Bulgaria,34,0
IT02893,LD00139,demo booked,2024-05-10,linkedin,desktop,CP740,Jason Martinez,ymcdaniel@example.net,2024-03-04,LinkedIn,Bulgaria,34,0
IT02403,LD00140,email opened,2024-03-08,linkedin,mobile,CP543,Juan Lloyd,mbullock@example.net,2024-01-18,LinkedIn,Pakistan,41,0
IT03521,LD00140,email opened,2024-03-30,linkedin,desktop,CP680,Juan Lloyd,mbullock@example.net,2024-01-18,LinkedIn,Pakistan,41,0
IT02061,LD00140,ad clicked,2024-04-03,linkedin,desktop,CP270,Juan Lloyd,mbullock@example.net,2024-01-18,LinkedIn,Pakistan,41,0
IT04803,LD00142,email opened,2025-06-20,linkedin,mobile,CP818,Daniel Hernandez,michael78@example.net,2025-04-22,LinkedIn,Syrian Arab Republic,56,0
IT01418,LD00142,ad clicked,2025-07-04,linkedin,mobile,CP906,Daniel Hernandez,michael78@example.net,2025-04-22,LinkedIn,Syrian Arab Republic,56,0
IT02182,LD00142,ad clicked,2025-07-18,linkedin,desktop,CP534,Daniel Hernandez,michael78@example.net,2025-04-22,LinkedIn,Syrian Arab Republic,56,0
IT04996,LD00144,ad clicked,2023-12-17,instagram,mobile,CP809,Maria Johnson,cthomas@example.com,2023-12-08,Instagram,Afghanistan,74,0
IT02839,LD00144,email opened,2024-01-30,instagram,desktop,CP549,Maria Johnson,cthomas@example.com,2023-12-08,Instagram,Afghanistan,74,0
IT02238,LD00144,page viewed,2024-02-17,instagram,desktop,CP108,Maria Johnson,cthomas@example.com,2023-12-08,Instagram,Afghanistan,74,0
IT01297,LD00144,ad clicked,2024-02-28,instagram,desktop,CP405,Maria Johnson,cthomas@example.com,2023-12-08,Instagram,Afghanistan,74,0
IT04049,LD00145,email opened,2024-02-06,email campaign,desktop,CP897,Troy Pierce,justincarney@example.com,2023-12-07,Email Campaign,Equatorial Guinea,54,0
IT03997,LD00145,ad clicked,2024-02-08,email campaign,mobile,CP411,Troy Pierce,justincarney@example.com,2023-12-07,Email Campaign,Equatorial Guinea,54,0
IT01988,LD00145,email opened,2024-02-09,email campaign,desktop,CP858,Troy Pierce,justincarney@example.com,2023-12-07,Email Campaign,Equatorial Guinea,54,0
IT01640,LD00145,ad clicked,2024-02-24,email campaign,desktop,CP571,Troy Pierce,justincarney@example.com,2023-12-07,Email Campaign,Equatorial Guinea,54,0
IT01221,LD00145,demo booked,2024-03-03,email campaign,mobile,CP882,Troy Pierce,justincarney@example.com,2023-12-07,Email Campaign,Equatorial Guinea,54,0
IT01432,LD00146,email opened,2024-02-04,linkedin,mobile,CP522,Joshua Moore,richard49@example.com,2023-12-29,LinkedIn,Togo,91,1
IT04082,LD00146,ad clicked,2024-03-28,linkedin,desktop,CP281,Joshua Moore,richard49@example.com,2023-12-29,LinkedIn,Togo,91,1
IT03008,LD00147,email opened,2025-05-20,email campaign,mobile,CP791,Cynthia Berry,davidtaylor@example.net,2025-04-02,Email Campaign,Bhutan,65,0
IT04075,LD00147,page viewed,2025-05-30,email campaign,desktop,CP348,Cynthia Berry,davidtaylor@example.net,2025-04-02,Email Campaign,Bhutan,65,0
IT02858,LD00147,email opened,2025-06-06,email campaign,mobile,CP459,Cynthia Berry,davidtaylor@example.net,2025-04-02,Email Campaign,Bhutan,65,0
IT00389,LD00148,email opened,2024-12-05,instagram,desktop,CP880,Chelsea Burns,jonathan56@example.com,2024-11-28,Instagram,Mexico,82,0
IT00847,LD00148,demo booked,2024-12-16,instagram,desktop,CP266,Chelsea Burns,jonathan56@example.com,2024-11-28,Instagram,Mexico,82,0
IT04322,LD00148,ad clicked,2024-12-30,instagram,desktop,CP988,Chelsea Burns,jonathan56@example.com,2024-11-28,Instagram,Mexico,82,0
IT04105,LD00148,page viewed,2025-01-19,instagram,mobile,CP229,Chelsea Burns,jonathan56@example.com,2024-11-28,Instagram,Mexico,82,0
IT01298,LD00149,email opened,2024-10-02,google ads,desktop,CP700,Jacob Parsons,kimberly37@example.net,2024-09-04,Google Ads,Mexico,44,0
IT01029,LD00149,email opened,2024-10-07,google ads,desktop,CP190,Jacob Parsons,kimberly37@example.net,2024-09-04,Google Ads,Mexico,44,0
IT03059,LD00150,demo booked,2024-03-28,email campaign,mobile,CP478,Sheryl Scott,raymond82@example.com,2024-01-16,Email Campaign,Slovakia (Slovak Republic),42,1
IT00105,LD00150,page viewed,2024-04-06,email campaign,desktop,CP747,Sheryl Scott,raymond82@example.com,2024-01-16,Email Campaign,Slovakia (Slovak Republic),42,1
IT03134,LD00150,demo booked,2024-04-07,email campaign,desktop,CP268,Sheryl Scott,raymond82@example.com,2024-01-16,Email Campaign,Slovakia (Slovak Republic),42,1
IT02396,LD00151,page viewed,2024-06-16,email campaign,desktop,CP482,Debbie Lynch,bakerkenneth@example.com,2024-05-09,Email Campaign,Tonga,77,0
IT01868,LD00151,email opened,2024-07-08,email campaign,mobile,CP653,Debbie Lynch,bakerkenneth@example.com,2024-05-09,Email Campaign,Tonga,77,0
IT00158,LD00151,ad clicked,2024-07-20,email campaign,mobile,CP887,Debbie Lynch,bakerkenneth@example.com,2024-05-09,Email Campaign,Tonga,77,0
IT04302,LD00151,email opened,2024-07-26,email campaign,desktop,CP579,Debbie Lynch,bakerkenneth@example.com,2024-05-09,Email Campaign,Tonga,77,0
IT03231,LD00152,ad clicked,2025-04-24,google ads,desktop,CP402,Kevin Fry,caseykaren@example.org,2025-03-13,Google Ads,Faroe Islands,100,1
IT00037,LD00152,ad clicked,2025-05-24,google ads,mobile,CP225,Kevin Fry,caseykaren@example.org,2025-03-13,Google Ads,Faroe Islands,100,1
IT02804,LD00152,email opened,2025-05-25,google ads,desktop,CP642,Kevin Fry,caseykaren@example.org,2025-03-13,Google Ads,Faroe Islands,100,1
IT01750,LD00153,demo booked,2024-06-11,google ads,desktop,CP252,Christine Ellis,llewis@example.org,2024-06-08,Google Ads,Colombia,77,1
IT00063,LD00153,email opened,2024-07-29,google ads,desktop,CP547,Christine Ellis,llewis@example.org,2024-06-08,Google Ads,Colombia,77,1
IT04643,LD00154,demo booked,2024-02-09,email campaign,desktop,CP124,Alexa Stone,patrick52@example.org,2024-01-06,Email Campaign,Jamaica,55,1
IT02058,LD00154,email opened,2024-03-27,email campaign,desktop,CP304,Alexa Stone,patrick52@example.org,2024-01-06,Email Campaign,Jamaica,55,1
IT03006,LD00155,demo booked,2025-03-02,email campaign,desktop,CP338,Andrew Arias DDS,dianetaylor@example.com,2025-02-11,Email Campaign,Russian Federation,72,1
IT04340,LD00155,email opened,2025-03-09,email campaign,mobile,CP969,Andrew Arias DDS,dianetaylor@example.com,2025-02-11,Email Campaign,Russian Federation,72,1
IT01792,LD00155,ad clicked,2025-03-27,email campaign,mobile,CP687,Andrew Arias DDS,dianetaylor@example.com,2025-02-11,Email Campaign,Russian Federation,72,1
IT04428,LD00155,ad clicked,2025-05-07,email campaign,desktop,CP752,Andrew Arias DDS,dianetaylor@example.com,2025-02-11,Email Campaign,Russian Federation,72,1
IT02543,LD00156,email opened,2025-06-23,email campaign,desktop,CP846,Jordan Walsh,rodneybeck@example.net,2025-05-30,Email Campaign,New Caledonia,68,0
IT01319,LD00156,email opened,2025-07-10,email campaign,mobile,CP592,Jordan Walsh,rodneybeck@example.net,2025-05-30,Email Campaign,New Caledonia,68,0
IT01914,LD00156,page viewed,2025-07-14,email campaign,mobile,CP732,Jordan Walsh,rodneybeck@example.net,2025-05-30,Email Campaign,New Caledonia,68,0
IT00308,LD00156,email opened,2025-07-31,email campaign,desktop,CP152,Jordan Walsh,rodneybeck@example.net,2025-05-30,Email Campaign,New Caledonia,68,0
IT00084,LD00156,ad clicked,2025-08-21,email campaign,desktop,CP947,Jordan Walsh,rodneybeck@example.net,2025-05-30,Email Campaign,New Caledonia,68,0
IT02912,LD00156,demo booked,2025-08-26,email campaign,mobile,CP884,Jordan Walsh,rodneybeck@example.net,2025-05-30,Email Campaign,New Caledonia,68,0
IT01742,LD00157,email opened,2024-07-12,linkedin,mobile,CP487,Andrew King,cruzmichael@example.net,2024-04-30,LinkedIn,Dominica,47,0
IT03825,LD00157,page viewed,2024-07-13,linkedin,mobile,CP274,Andrew King,cruzmichael@example.net,2024-04-30,LinkedIn,Dominica,47,0
IT01382,LD00157,ad clicked,2024-07-19,linkedin,desktop,CP936,Andrew King,cruzmichael@example.net,2024-04-30,LinkedIn,Dominica,47,0
IT00826,LD00157,ad clicked,2024-07-22,linkedin,mobile,CP762,Andrew King,cruzmichael@example.net,2024-04-30,LinkedIn,Dominica,47,0
IT01732,LD00158,demo booked,2025-05-07,linkedin,mobile,CP607,Stephanie Mason,clayton74@example.org,2025-04-29,LinkedIn,Mali,70,1
IT04454,LD00158,ad clicked,2025-06-06,linkedin,desktop,CP227,Stephanie Mason,clayton74@example.org,2025-04-29,LinkedIn,Mali,70,1
IT03027,LD00159,ad clicked,2024-08-25,instagram,mobile,CP848,Deborah Fleming,martinezkevin@example.net,2024-07-28,Instagram,Comoros,63,0
IT01233,LD00159,email opened,2024-09-22,instagram,desktop,CP889,Deborah Fleming,martinezkevin@example.net,2024-07-28,Instagram,Comoros,63,0
IT01855,LD00159,demo booked,2024-10-11,instagram,desktop,CP183,Deborah Fleming,martinezkevin@example.net,2024-07-28,Instagram,Comoros,63,0
IT04048,LD00160,email opened,2024-07-24,email campaign,mobile,CP473,Anthony Phillips,lford@example.com,2024-07-18,Email Campaign,Papua New Guinea,89,0
IT04045,LD00160,ad clicked,2024-08-14,email campaign,mobile,CP203,Anthony Phillips,lford@example.com,2024-07-18,Email Campaign,Papua New Guinea,89,0
IT01170,LD00160,ad clicked,2024-10-03,email campaign,mobile,CP923,Anthony Phillips,lford@example.com,2024-07-18,Email Campaign,Papua New Guinea,89,0
IT00872,LD00160,demo booked,2024-10-09,email campaign,desktop,CP586,Anthony Phillips,lford@example.com,2024-07-18,Email Campaign,Papua New Guinea,89,0
IT02119,LD00160,demo booked,2024-10-16,email campaign,desktop,CP729,Anthony Phillips,lford@example.com,2024-07-18,Email Campaign,Papua New Guinea,89,0
IT04738,LD00161,page viewed,2025-04-26,instagram,mobile,CP758,Johnny Nelson,dominiqueherrera@example.net,2025-03-23,Instagram,Korea,77,0
IT02969,LD00161,page viewed,2025-05-02,instagram,desktop,CP445,Johnny Nelson,dominiqueherrera@example.net,2025-03-23,Instagram,Korea,77,0
IT02045,LD00161,page viewed,2025-05-15,instagram,desktop,CP296,Johnny Nelson,dominiqueherrera@example.net,2025-03-23,Instagram,Korea,77,0
IT02817,LD00161,demo booked,2025-05-16,instagram,mobile,CP141,Johnny Nelson,dominiqueherrera@example.net,2025-03-23,Instagram,Korea,77,0
IT04033,LD00161,ad clicked,2025-06-01,instagram,desktop,CP904,Johnny Nelson,dominiqueherrera@example.net,2025-03-23,Instagram,Korea,77,0
IT03795,LD00162,demo booked,2025-01-20,google ads,desktop,CP534,Michael Glover,michaelsanchez@example.net,2025-01-20,Google Ads,Togo,63,0
IT02300,LD00162,page viewed,2025-03-12,google ads,mobile,CP688,Michael Glover,michaelsanchez@example.net,2025-01-20,Google Ads,Togo,63,0
IT04219,LD00162,ad clicked,2025-03-30,google ads,mobile,CP135,Michael Glover,michaelsanchez@example.net,2025-01-20,Google Ads,Togo,63,0
IT04709,LD00163,demo booked,2025-04-11,email campaign,desktop,CP321,Gina Jones,todd31@example.com,2025-03-02,Email Campaign,Canada,78,0
IT04469,LD00163,demo booked,2025-04-17,email campaign,mobile,CP973,Gina Jones,todd31@example.com,2025-03-02,Email Campaign,Canada,78,0
IT02549,LD00163,demo booked,2025-04-27,email campaign,desktop,CP310,Gina Jones,todd31@example.com,2025-03-02,Email Campaign,Canada,78,0
IT03120,LD00163,page viewed,2025-05-22,email campaign,desktop,CP252,Gina Jones,todd31@example.com,2025-03-02,Email Campaign,Canada,78,0
IT04335,LD00163,demo booked,2025-05-22,email campaign,desktop,CP660,Gina Jones,todd31@example.com,2025-03-02,Email Campaign,Canada,78,0
IT00019,LD00163,email opened,2025-05-24,email campaign,mobile,CP237,Gina Jones,todd31@example.com,2025-03-02,Email Campaign,Canada,78,0
IT00577,LD00163,email opened,2025-05-27,email campaign,mobile,CP560,Gina Jones,todd31@example.com,2025-03-02,Email Campaign,Canada,78,0
IT01452,LD00164,page viewed,2025-05-16,linkedin,mobile,CP732,Randy Franklin,dmendoza@example.org,2025-05-14,LinkedIn,Korea,96,1
IT03439,LD00164,demo booked,2025-05-24,linkedin,desktop,CP882,Randy Franklin,dmendoza@example.org,2025-05-14,LinkedIn,Korea,96,1
IT01586,LD00164,email opened,2025-06-20,linkedin,mobile,CP895,Randy Franklin,dmendoza@example.org,2025-05-14,LinkedIn,Korea,96,1
IT01458,LD00164,ad clicked,2025-07-13,linkedin,desktop,CP856,Randy Franklin,dmendoza@example.org,2025-05-14,LinkedIn,Korea,96,1
IT02992,LD00164,page viewed,2025-07-17,linkedin,mobile,CP929,Randy Franklin,dmendoza@example.org,2025-05-14,LinkedIn,Korea,96,1
IT03700,LD00164,email opened,2025-07-27,linkedin,mobile,CP736,Randy Franklin,dmendoza@example.org,2025-05-14,LinkedIn,Korea,96,1
IT03064,LD00165,demo booked,2024-12-31,instagram,mobile,CP591,Crystal Price,randallbruce@example.org,2024-10-27,Instagram,Malawi,60,0
IT03280,LD00165,ad clicked,2025-01-08,instagram,desktop,CP249,Crystal Price,randallbruce@example.org,2024-10-27,Instagram,Malawi,60,0
IT01341,LD00165,demo booked,2025-01-14,instagram,mobile,CP476,Crystal Price,randallbruce@example.org,2024-10-27,Instagram,Malawi,60,0
IT00363,LD00166,page viewed,2024-12-06,email campaign,desktop,CP962,Natasha Conrad,james31@example.net,2024-11-07,Email Campaign,Estonia,47,0
IT03858,LD00166,page viewed,2024-12-16,email campaign,mobile,CP119,Natasha Conrad,james31@example.net,2024-11-07,Email Campaign,Estonia,47,0
IT04871,LD00167,demo booked,2024-11-04,google ads,mobile,CP315,Monica Campbell,roberttaylor@example.net,2024-10-29,Google Ads,Croatia,92,0
IT00438,LD00167,email opened,2024-12-05,google ads,desktop,CP938,Monica Campbell,roberttaylor@example.net,2024-10-29,Google Ads,Croatia,92,0
IT03082,LD00167,email opened,2024-12-06,google ads,mobile,CP566,Monica Campbell,roberttaylor@example.net,2024-10-29,Google Ads,Croatia,92,0
IT04474,LD00167,demo booked,2024-12-16,google ads,desktop,CP820,Monica Campbell,roberttaylor@example.net,2024-10-29,Google Ads,Croatia,92,0
IT01816,LD00167,demo booked,2025-01-15,google ads,mobile,CP663,Monica Campbell,roberttaylor@example.net,2024-10-29,Google Ads,Croatia,92,0
IT02739,LD00168,email opened,2024-06-21,google ads,desktop,CP350,Michelle Cook,mirandaperez@example.org,2024-05-30,Google Ads,Saint Vincent and the Grenadines,62,1
IT04275,LD00168,demo booked,2024-06-29,google ads,mobile,CP169,Michelle Cook,mirandaperez@example.org,2024-05-30,Google Ads,Saint Vincent and the Grenadines,62,1
IT02309,LD00168,page viewed,2024-08-14,google ads,desktop,CP800,Michelle Cook,mirandaperez@example.org,2024-05-30,Google Ads,Saint Vincent and the Grenadines,62,1
IT03115,LD00168,ad clicked,2024-08-22,google ads,mobile,CP660,Michelle Cook,mirandaperez@example.org,2024-05-30,Google Ads,Saint Vincent and the Grenadines,62,1
IT01894,LD00169,page viewed,2024-12-15,email campaign,mobile,CP929,Logan Moore,sweeneydavid@example.net,2024-11-30,Email Campaign,Togo,62,1
IT03447,LD00169,page viewed,2025-01-04,email campaign,desktop,CP814,Logan Moore,sweeneydavid@example.net,2024-11-30,Email Campaign,Togo,62,1
IT04371,LD00169,email opened,2025-01-05,email campaign,desktop,CP730,Logan Moore,sweeneydavid@example.net,2024-11-30,Email Campaign,Togo,62,1
IT02597,LD00169,ad clicked,2025-01-22,email campaign,mobile,CP642,Logan Moore,sweeneydavid@example.net,2024-11-30,Email Campaign,Togo,62,1
IT04137,LD00169,ad clicked,2025-01-29,email campaign,mobile,CP496,Logan Moore,sweeneydavid@example.net,2024-11-30,Email Campaign,Togo,62,1
IT00061,LD00170,demo booked,2025-05-10,email campaign,desktop,CP667,Ariana Barnett,thorton@example.net,2025-04-13,Email Campaign,Philippines,81,1
IT04552,LD00170,ad clicked,2025-05-22,email campaign,mobile,CP808,Ariana Barnett,thorton@example.net,2025-04-13,Email Campaign,Philippines,81,1
IT01086,LD00170,ad clicked,2025-06-11,email campaign,mobile,CP721,Ariana Barnett,thorton@example.net,2025-04-13,Email Campaign,Philippines,81,1
IT00434,LD00170,email opened,2025-06-17,email campaign,desktop,CP214,Ariana Barnett,thorton@example.net,2025-04-13,Email Campaign,Philippines,81,1
IT01020,LD00170,email opened,2025-07-05,email campaign,mobile,CP859,Ariana Barnett,thorton@example.net,2025-04-13,Email Campaign,Philippines,81,1
IT03332,LD00170,page viewed,2025-07-07,email campaign,desktop,CP156,Ariana Barnett,thorton@example.net,2025-04-13,Email Campaign,Philippines,81,1
IT01019,LD00171,page viewed,2024-11-27,email campaign,desktop,CP264,Julie Todd,junderwood@example.org,2024-11-12,Email Campaign,Slovenia,59,0
IT02019,LD00171,email opened,2024-12-24,email campaign,desktop,CP407,Julie Todd,junderwood@example.org,2024-11-12,Email Campaign,Slovenia,59,0
IT03375,LD00171,page viewed,2025-01-04,email campaign,desktop,CP430,Julie Todd,junderwood@example.org,2024-11-12,Email Campaign,Slovenia,59,0
IT03705,LD00172,email opened,2024-08-28,google ads,desktop,CP183,James Johnson,allenhannah@example.org,2024-08-23,Google Ads,Bahamas,77,0
IT04326,LD00172,ad clicked,2024-09-24,google ads,mobile,CP438,James Johnson,allenhannah@example.org,2024-08-23,Google Ads,Bahamas,77,0
IT00174,LD00172,email opened,2024-09-26,google ads,desktop,CP490,James Johnson,allenhannah@example.org,2024-08-23,Google Ads,Bahamas,77,0
IT01293,LD00172,ad clicked,2024-11-05,google ads,desktop,CP559,James Johnson,allenhannah@example.org,2024-08-23,Google Ads,Bahamas,77,0
IT00671,LD00172,page viewed,2024-11-18,google ads,mobile,CP933,James Johnson,allenhannah@example.org,2024-08-23,Google Ads,Bahamas,77,0
IT02803,LD00173,demo booked,2025-01-10,instagram,desktop,CP596,Scott Owens,floreslisa@example.net,2024-11-21,Instagram,Tanzania,64,0
IT01622,LD00173,email opened,2025-01-17,instagram,desktop,CP468,Scott Owens,floreslisa@example.net,2024-11-21,Instagram,Tanzania,64,0
IT04265,LD00174,email opened,2024-10-27,email campaign,mobile,CP915,Richard Abbott,kaitlin59@example.com,2024-10-01,Email Campaign,Timor-Leste,75,1
IT00322,LD00175,ad clicked,2025-08-16,email campaign,desktop,CP178,Lori Allen,michael69@example.com,2025-07-19,Email Campaign,Singapore,86,1
IT04339,LD00175,page viewed,2025-09-01,email campaign,desktop,CP499,Lori Allen,michael69@example.com,2025-07-19,Email Campaign,Singapore,86,1
IT04583,LD00176,demo booked,2024-01-17,instagram,mobile,CP161,Randy Smith,avilacarl@example.net,2023-12-06,Instagram,Bouvet Island (Bouvetoya),88,0
IT02931,LD00176,ad clicked,2024-01-30,instagram,mobile,CP674,Randy Smith,avilacarl@example.net,2023-12-06,Instagram,Bouvet Island (Bouvetoya),88,0
IT02905,LD00177,page viewed,2024-03-24,email campaign,mobile,CP854,Raymond Gates,bhays@example.com,2024-02-25,Email Campaign,Tokelau,76,1
IT04509,LD00177,ad clicked,2024-03-29,email campaign,desktop,CP278,Raymond Gates,bhays@example.com,2024-02-25,Email Campaign,Tokelau,76,1
IT02153,LD00177,ad clicked,2024-04-05,email campaign,mobile,CP438,Raymond Gates,bhays@example.com,2024-02-25,Email Campaign,Tokelau,76,1
IT01235,LD00178,page viewed,2024-07-12,instagram,desktop,CP919,Philip Branch,kelly37@example.net,2024-06-08,Instagram,Madagascar,75,1
IT00521,LD00178,ad clicked,2024-08-04,instagram,mobile,CP334,Philip Branch,kelly37@example.net,2024-06-08,Instagram,Madagascar,75,1
IT00863,LD00178,ad clicked,2024-08-08,instagram,desktop,CP472,Philip Branch,kelly37@example.net,2024-06-08,Instagram,Madagascar,75,1
IT01962,LD00179,demo booked,2024-12-04,google ads,desktop,CP451,Maria Anthony,wshaw@example.com,2024-12-02,Google Ads,Bulgaria,90,0
IT00966,LD00180,email opened,2024-02-08,linkedin,desktop,CP301,Sean Gonzalez,vmolina@example.org,2024-01-13,LinkedIn,Sudan,50,1
IT01245,LD00180,ad clicked,2024-03-18,linkedin,mobile,CP283,Sean Gonzalez,vmolina@example.org,2024-01-13,LinkedIn,Sudan,50,1
IT00974,LD00180,page viewed,2024-04-09,linkedin,mobile,CP202,Sean Gonzalez,vmolina@example.org,2024-01-13,LinkedIn,Sudan,50,1
IT04192,LD00181,email opened,2025-03-18,email campaign,mobile,CP835,Ian Kelly,rileytyler@example.com,2025-02-28,Email Campaign,Andorra,72,1
IT01531,LD00181,page viewed,2025-04-19,email campaign,mobile,CP231,Ian Kelly,rileytyler@example.com,2025-02-28,Email Campaign,Andorra,72,1
IT01595,LD00181,demo booked,2025-05-02,email campaign,desktop,CP113,Ian Kelly,rileytyler@example.com,2025-02-28,Email Campaign,Andorra,72,1
IT02562,LD00182,page viewed,2024-03-14,email campaign,mobile,CP462,Arthur Ward,samanthaarias@example.net,2024-02-06,Email Campaign,Norfolk Island,92,0
IT03734,LD00182,demo booked,2024-03-16,email campaign,mobile,CP500,Arthur Ward,samanthaarias@example.net,2024-02-06,Email Campaign,Norfolk Island,92,0
IT00460,LD00182,ad clicked,2024-04-04,email campaign,mobile,CP580,Arthur Ward,samanthaarias@example.net,2024-02-06,Email Campaign,Norfolk Island,92,0
IT02990,LD00182,email opened,2024-04-19,email campaign,mobile,CP250,Arthur Ward,samanthaarias@example.net,2024-02-06,Email Campaign,Norfolk Island,92,0
IT03709,LD00183,demo booked,2025-04-20,email campaign,mobile,CP916,Zachary Bell,rhester@example.com,2025-04-08,Email Campaign,Barbados,75,1
IT02237,LD00184,page viewed,2024-08-04,linkedin,mobile,CP976,David Hunt,vmoore@example.com,2024-07-06,LinkedIn,Tunisia,82,1
IT00195,LD00185,demo booked,2025-02-16,google ads,mobile,CP373,Ryan Mccoy,bradley60@example.net,2025-01-05,Google Ads,Nigeria,73,1
IT01705,LD00186,demo booked,2024-11-18,google ads,mobile,CP980,Theresa Sims,qweber@example.com,2024-10-24,Google Ads,France,74,0
IT02641,LD00186,email opened,2024-12-07,google ads,desktop,CP258,Theresa Sims,qweber@example.com,2024-10-24,Google Ads,France,74,0
IT02460,LD00186,page viewed,2025-01-02,google ads,desktop,CP371,Theresa Sims,qweber@example.com,2024-10-24,Google Ads,France,74,0
IT00634,LD00187,demo booked,2025-02-03,google ads,mobile,CP775,Jessica Watson,dylandixon@example.com,2025-01-01,Google Ads,Guernsey,59,1
IT04106,LD00187,page viewed,2025-02-16,google ads,mobile,CP594,Jessica Watson,dylandixon@example.com,2025-01-01,Google Ads,Guernsey,59,1
IT04442,LD00187,page viewed,2025-02-19,google ads,mobile,CP470,Jessica Watson,dylandixon@example.com,2025-01-01,Google Ads,Guernsey,59,1
IT03456,LD00188,ad clicked,2025-02-27,email campaign,desktop,CP919,Edward Stanley,sjohnson@example.org,2025-01-18,Email Campaign,Faroe Islands,78,0
IT01677,LD00188,email opened,2025-03-26,email campaign,mobile,CP941,Edward Stanley,sjohnson@example.org,2025-01-18,Email Campaign,Faroe Islands,78,0
IT04403,LD00188,ad clicked,2025-04-11,email campaign,mobile,CP481,Edward Stanley,sjohnson@example.org,2025-01-18,Email Campaign,Faroe Islands,78,0
IT00461,LD00189,email opened,2024-01-29,instagram,mobile,CP363,Kim Stokes,jasminesims@example.com,2024-01-27,Instagram,Holy See (Vatican City State),56,1
IT03682,LD00189,email opened,2024-03-16,instagram,desktop,CP960,Kim Stokes,jasminesims@example.com,2024-01-27,Instagram,Holy See (Vatican City State),56,1
IT04875,LD00189,demo booked,2024-03-25,instagram,mobile,CP735,Kim Stokes,jasminesims@example.com,2024-01-27,Instagram,Holy See (Vatican City State),56,1
IT00417,LD00189,ad clicked,2024-04-02,instagram,desktop,CP218,Kim Stokes,jasminesims@example.com,2024-01-27,Instagram,Holy See (Vatican City State),56,1
IT04211,LD00189,email opened,2024-04-07,instagram,mobile,CP866,Kim Stokes,jasminesims@example.com,2024-01-27,Instagram,Holy See (Vatican City State),56,1
IT01968,LD00189,demo booked,2024-04-08,instagram,mobile,CP844,Kim Stokes,jasminesims@example.com,2024-01-27,Instagram,Holy See (Vatican City State),56,1
IT04518,LD00191,demo booked,2025-06-05,google ads,desktop,CP876,Joe Garcia,johnsonanthony@example.net,2025-05-25,Google Ads,Cook Islands,53,1
IT04873,LD00191,page viewed,2025-06-10,google ads,desktop,CP449,Joe Garcia,johnsonanthony@example.net,2025-05-25,Google Ads,Cook Islands,53,1
